src/restaurantsystem/Main.java:10:	UnnecessaryImport:	UnnecessaryImport: Unused import 'java.nio.file.Files'
src/restaurantsystem/component/item/AddItem.java:175:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing': 'JTextField' is already in scope because it is imported in this file
src/restaurantsystem/component/item/AddItem.java:176:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/AddItem.java:176:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/AddItem.java:176:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing': 'JTextField' is already in scope because it is imported in this file
src/restaurantsystem/component/item/AddItem.java:177:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/AddItem.java:177:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/AddItem.java:177:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing': 'JTextField' is already in scope because it is imported in this file
src/restaurantsystem/component/item/AddItem.java:178:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/AddItem.java:178:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/AddItem.java:178:	SingularField:	SingularField: Perhaps 'jLabel1' could be replaced by a local variable.
src/restaurantsystem/component/item/AddItem.java:178:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing': 'JLabel' is already in scope because it is imported in this file
src/restaurantsystem/component/item/AddItem.java:179:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/AddItem.java:179:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/AddItem.java:179:	SingularField:	SingularField: Perhaps 'jLabel2' could be replaced by a local variable.
src/restaurantsystem/component/item/AddItem.java:179:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing': 'JLabel' is already in scope because it is imported in this file
src/restaurantsystem/component/item/AddItem.java:180:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/AddItem.java:180:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/AddItem.java:180:	SingularField:	SingularField: Perhaps 'jLabel3' could be replaced by a local variable.
src/restaurantsystem/component/item/AddItem.java:180:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing': 'JLabel' is already in scope because it is imported in this file
src/restaurantsystem/component/item/DeleteItem.java:15:	MissingSerialVersionUID:	MissingSerialVersionUID: Classes implementing Serializable should set a serialVersionUID
src/restaurantsystem/component/item/DeleteItem.java:17:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:17:	NonSerializableClass:	NonSerializableClass: The field 'itemService' of serializable class 'restaurantsystem.component.item.DeleteItem' is of non-serializable type 'restaurantsystem.service.ItemService'.
src/restaurantsystem/component/item/DeleteItem.java:22:	CallSuperInConstructor:	CallSuperInConstructor: It is a good practice to call super() in a constructor
src/restaurantsystem/component/item/DeleteItem.java:23:	ConstructorCallsOverridableMethod:	ConstructorCallsOverridableMethod: This method may call an overridable method during object construction: JFrame.setDefaultCloseOperation(int) (call stack: [DeleteItem.initComponents(), JFrame.setDefaultCloseOperation(int)])
src/restaurantsystem/component/item/DeleteItem.java:34:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/item/DeleteItem.java:35:	ExcessiveMethodLength:	ExcessiveMethodLength: Avoid really long methods.
src/restaurantsystem/component/item/DeleteItem.java:54:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing.WindowConstants': 'EXIT_ON_CLOSE' is already in scope because it is inherited by an enclosing type
src/restaurantsystem/component/item/DeleteItem.java:69:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/item/DeleteItem.java:69:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/item/DeleteItem.java:76:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/item/DeleteItem.java:76:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/item/DeleteItem.java:81:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'jPanel1Layout' could be declared final
src/restaurantsystem/component/item/DeleteItem.java:121:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'layout' could be declared final
src/restaurantsystem/component/item/DeleteItem.java:155:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'fullnames' could be declared final
src/restaurantsystem/component/item/DeleteItem.java:159:	AppendCharacterWithChar:	AppendCharacterWithChar: Avoid appending characters as strings in StringBuffer.append.
src/restaurantsystem/component/item/DeleteItem.java:161:	AppendCharacterWithChar:	AppendCharacterWithChar: Avoid appending characters as strings in StringBuffer.append.
src/restaurantsystem/component/item/DeleteItem.java:163:	AppendCharacterWithChar:	AppendCharacterWithChar: Avoid appending characters as strings in StringBuffer.append.
src/restaurantsystem/component/item/DeleteItem.java:169:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/item/DeleteItem.java:170:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'name' could be declared final
src/restaurantsystem/component/item/DeleteItem.java:175:	OnlyOneReturn:	OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method
src/restaurantsystem/component/item/DeleteItem.java:178:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'isDeleted' could be declared final
src/restaurantsystem/component/item/DeleteItem.java:196:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/item/DeleteItem.java:197:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'im' could be declared final
src/restaurantsystem/component/item/DeleteItem.java:197:	ShortVariable:	ShortVariable: Avoid variables with short names like im
src/restaurantsystem/component/item/DeleteItem.java:207:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/item/DeleteItem.java:208:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/item/DeleteItem.java:209:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/item/DeleteItem.java:212:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'info' could be declared final
src/restaurantsystem/component/item/DeleteItem.java:213:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using literals in if statements
src/restaurantsystem/component/item/DeleteItem.java:219:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/item/DeleteItem.java:220:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/item/DeleteItem.java:221:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/item/DeleteItem.java:222:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/item/DeleteItem.java:223:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/item/DeleteItem.java:224:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/item/DeleteItem.java:225:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/item/DeleteItem.java:237:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:237:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:237:	SingularField:	SingularField: Perhaps 'backButton' could be replaced by a local variable.
src/restaurantsystem/component/item/DeleteItem.java:238:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:238:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:238:	SingularField:	SingularField: Perhaps 'deleteButton' could be replaced by a local variable.
src/restaurantsystem/component/item/DeleteItem.java:239:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:239:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:240:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:240:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:240:	SingularField:	SingularField: Perhaps 'jLabel1' could be replaced by a local variable.
src/restaurantsystem/component/item/DeleteItem.java:241:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:241:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:241:	SingularField:	SingularField: Perhaps 'jLabel2' could be replaced by a local variable.
src/restaurantsystem/component/item/DeleteItem.java:242:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:242:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:242:	SingularField:	SingularField: Perhaps 'jLabel3' could be replaced by a local variable.
src/restaurantsystem/component/item/DeleteItem.java:243:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:243:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:243:	SingularField:	SingularField: Perhaps 'jLabel4' could be replaced by a local variable.
src/restaurantsystem/component/item/DeleteItem.java:244:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:244:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:244:	SingularField:	SingularField: Perhaps 'jPanel1' could be replaced by a local variable.
src/restaurantsystem/component/item/DeleteItem.java:245:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:245:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:245:	SingularField:	SingularField: Perhaps 'jScrollPane1' could be replaced by a local variable.
src/restaurantsystem/component/item/DeleteItem.java:246:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:246:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:246:	SingularField:	SingularField: Perhaps 'jScrollPane2' could be replaced by a local variable.
src/restaurantsystem/component/item/DeleteItem.java:247:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:247:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/DeleteItem.java:247:	SingularField:	SingularField: Perhaps 'jTextArea1' could be replaced by a local variable.
src/restaurantsystem/component/item/DeleteItem.java:248:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/DeleteItem.java:248:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/ItemManagement.java:14:	MissingSerialVersionUID:	MissingSerialVersionUID: Classes implementing Serializable should set a serialVersionUID
src/restaurantsystem/component/item/ItemManagement.java:19:	CallSuperInConstructor:	CallSuperInConstructor: It is a good practice to call super() in a constructor
src/restaurantsystem/component/item/ItemManagement.java:20:	ConstructorCallsOverridableMethod:	ConstructorCallsOverridableMethod: This method may call an overridable method during object construction: JFrame.setDefaultCloseOperation(int) (call stack: [ItemManagement.initComponents(), JFrame.setDefaultCloseOperation(int)])
src/restaurantsystem/component/item/ItemManagement.java:29:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/item/ItemManagement.java:30:	ExcessiveMethodLength:	ExcessiveMethodLength: Avoid really long methods.
src/restaurantsystem/component/item/ItemManagement.java:46:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing.WindowConstants': 'EXIT_ON_CLOSE' is already in scope because it is inherited by an enclosing type
src/restaurantsystem/component/item/ItemManagement.java:56:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/item/ItemManagement.java:56:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/item/ItemManagement.java:63:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/item/ItemManagement.java:63:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/item/ItemManagement.java:70:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/item/ItemManagement.java:70:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/item/ItemManagement.java:77:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/item/ItemManagement.java:77:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/item/ItemManagement.java:82:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'jPanel1Layout' could be declared final
src/restaurantsystem/component/item/ItemManagement.java:111:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/item/ItemManagement.java:111:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/item/ItemManagement.java:116:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'jPanel2Layout' could be declared final
src/restaurantsystem/component/item/ItemManagement.java:140:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'layout' could be declared final
src/restaurantsystem/component/item/ItemManagement.java:161:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/item/ItemManagement.java:162:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'mi' could be declared final
src/restaurantsystem/component/item/ItemManagement.java:162:	ShortVariable:	ShortVariable: Avoid variables with short names like mi
src/restaurantsystem/component/item/ItemManagement.java:167:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/item/ItemManagement.java:168:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'i' could be declared final
src/restaurantsystem/component/item/ItemManagement.java:168:	ShortVariable:	ShortVariable: Avoid variables with short names like i
src/restaurantsystem/component/item/ItemManagement.java:175:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/item/ItemManagement.java:176:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'vm' could be declared final
src/restaurantsystem/component/item/ItemManagement.java:176:	ShortVariable:	ShortVariable: Avoid variables with short names like vm
src/restaurantsystem/component/item/ItemManagement.java:181:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/item/ItemManagement.java:182:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'd' could be declared final
src/restaurantsystem/component/item/ItemManagement.java:182:	ShortVariable:	ShortVariable: Avoid variables with short names like d
src/restaurantsystem/component/item/ItemManagement.java:187:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/item/ItemManagement.java:188:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'rm' could be declared final
src/restaurantsystem/component/item/ItemManagement.java:188:	ShortVariable:	ShortVariable: Avoid variables with short names like rm
src/restaurantsystem/component/item/ItemManagement.java:198:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/ItemManagement.java:198:	SingularField:	SingularField: Perhaps 'addButton' could be replaced by a local variable.
src/restaurantsystem/component/item/ItemManagement.java:199:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/ItemManagement.java:199:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/ItemManagement.java:199:	SingularField:	SingularField: Perhaps 'deleteButton' could be replaced by a local variable.
src/restaurantsystem/component/item/ItemManagement.java:200:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/ItemManagement.java:200:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/ItemManagement.java:200:	SingularField:	SingularField: Perhaps 'jButton1' could be replaced by a local variable.
src/restaurantsystem/component/item/ItemManagement.java:201:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/ItemManagement.java:201:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/ItemManagement.java:201:	SingularField:	SingularField: Perhaps 'jButton6' could be replaced by a local variable.
src/restaurantsystem/component/item/ItemManagement.java:202:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/ItemManagement.java:202:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/ItemManagement.java:202:	SingularField:	SingularField: Perhaps 'jLabel3' could be replaced by a local variable.
src/restaurantsystem/component/item/ItemManagement.java:203:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/ItemManagement.java:203:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/ItemManagement.java:203:	SingularField:	SingularField: Perhaps 'jPanel1' could be replaced by a local variable.
src/restaurantsystem/component/item/ItemManagement.java:204:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/ItemManagement.java:204:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/ItemManagement.java:204:	SingularField:	SingularField: Perhaps 'jPanel2' could be replaced by a local variable.
src/restaurantsystem/component/item/ItemManagement.java:205:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/ItemManagement.java:205:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/ItemManagement.java:205:	SingularField:	SingularField: Perhaps 'modifyButton' could be replaced by a local variable.
src/restaurantsystem/component/item/ItemManagement.java:206:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/ItemManagement.java:206:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/item/ItemManagement.java:206:	SingularField:	SingularField: Perhaps 'viewButton' could be replaced by a local variable.
src/restaurantsystem/component/item/UpdateItem.java:16:	MissingSerialVersionUID:	MissingSerialVersionUID: Classes implementing Serializable should set a serialVersionUID
src/restaurantsystem/component/item/UpdateItem.java:18:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/item/UpdateItem.java:18:	NonSerializableClass:	NonSerializableClass: The field 'itemService' of serializable class 'restaurantsystem.component.item.UpdateItem' is of non-serializable type 'restaurantsystem.service.ItemService'.
src/restaurantsystem/component/item/UpdateItem.java:23:	CallSuperInConstructor:	CallSuperInConstructor: It is a good practice to call super() in a constructor
src/restaurantsystem/component/item/UpdateItem.java:24:	ConstructorCallsOverridableMethod:	ConstructorCallsOverridableMethod: This method may call an overridable method during object construction: JFrame.setDefaultCloseOperation(int) (call stack: [UpdateItem.initComponents(), JFrame.setDefaultCloseOperation(int)])
src/restaurantsystem/component/item/UpdateItem.java:36:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'fullnames' could be declared final
src/restaurantsystem/component/item/UpdateItem.java:40:	AppendCharacterWithChar:	AppendCharacterWithChar: Avoid appending characters as strings in StringBuffer.append.
src/restaurantsystem/component/item/UpdateItem.java:42:	AppendCharacterWithChar:	AppendCharacterWithChar: Avoid appending characters as strings in StringBuffer.append.
src/restaurantsystem/component/item/UpdateItem.java:44:	AppendCharacterWithChar:	AppendCharacterWithChar: Avoid appending characters as strings in StringBuffer.append.
src/restaurantsystem/component/item/UpdateItem.java:49:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/item/UpdateItem.java:50:	ExcessiveMethodLength:	ExcessiveMethodLength: Avoid really long methods.
src/restaurantsystem/component/item/UpdateItem.java:68:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing.WindowConstants': 'EXIT_ON_CLOSE' is already in scope because it is inherited by an enclosing type
src/restaurantsystem/component/item/UpdateItem.java:81:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/item/UpdateItem.java:81:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/item/UpdateItem.java:88:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/item/UpdateItem.java:88:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/item/UpdateItem.java:105:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'layout' could be declared final
src/restaurantsystem/component/item/UpdateItem.java:177:	CyclomaticComplexity:	CyclomaticComplexity: The method 'updateButtonActionPerformed(ActionEvent)' has a cyclomatic complexity of 10.
src/restaurantsystem/component/item/UpdateItem.java:177:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/item/UpdateItem.java:178:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'srcName' could be declared final
src/restaurantsystem/component/item/UpdateItem.java:179:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'modName' could be declared final
src/restaurantsystem/component/item/UpdateItem.java:180:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'modPrice' could be declared final
src/restaurantsystem/component/item/UpdateItem.java:181:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'modQuantity' could be declared final
src/restaurantsystem/component/item/UpdateItem.java:185:	OnlyOneReturn:	OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method
src/restaurantsystem/component/item/UpdateItem.java:191:	OnlyOneReturn:	OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method
src/restaurantsystem/component/item/UpdateItem.java:197:	OnlyOneReturn:	OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method
src/restaurantsystem/component/item/UpdateItem.java:200:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'updatedItem' could be declared final
src/restaurantsystem/component/item/UpdateItem.java:202:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'isUpdated' could be declared final
src/restaurantsystem/component/item/UpdateItem.java:222:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/item/UpdateItem.java:223:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'im' could be declared final
src/restaurantsystem/component/item/UpdateItem.java:223:	ShortVariable:	ShortVariable: Avoid variables with short names like im
src/restaurantsystem/component/item/UpdateItem.java:233:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/item/UpdateItem.java:234:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/item/UpdateItem.java:235:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/item/UpdateItem.java:238:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'info' could be declared final
src/restaurantsystem/component/item/UpdateItem.java:239:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using literals in if statements
src/restaurantsystem/component/item/UpdateItem.java:245:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/item/UpdateItem.java:246:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/item/UpdateItem.java:247:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/item/UpdateItem.java:248:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
